Number	System	Body	Piston	Nrv in probe	Handle	x	x2	x3	Fittings	Sales year	Code number	Description	Pcs	2 First	Body/Gas thread	Piston thread	Body description	Piston description	NRV description	Body drawings	Piston drawings	NRV drawings	Fitting drawings	Complete drawing list
7	A	1	1	3	CA	0	0	0	00	2021	7A113CA00000	MF-AB 1/2″BSP-1/2″BSP	272	7A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-485	703-260	102-699		703-485, 703-260, 102-699
4	M	4	7	3	CA	0	0	0	15	2022	4M473CA00015	MF-M 3/8″BSP-5/8″BSP	270	4M	3/8"	5/8"	3/8"	5/8" ø8.5  Holland	Kontraventil	703-417	731-104, 3-5-8-9	102-699	401-696	703-417, 731-104, 3-5-8-9, 102-699, 401-696
4	D	3	3	5	CA	0	0	0	00	2022	4D335CA00000	MF-D 5/8″BSP-5/8″BSP with PRV	268	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699		733-316, 102-521, 733-101, 102-699
2	S	5	d	8	20	0	3	0	03	2021	2s5d8200303	MF-S 1/2″BSP-1/2″BSP	267	2s	1/2"	1/2"	1/2"	"1/2""  AISI 316
Bulmer"	Kontraventil	707-359	707-488	102-595	102-751	707-359, 707-488, 102-595, 102-751
7	A	1	1	3	CA	0	0	0	00	2020	7A113CA00000	MF-AB 1/2″BSP-1/2″BSP	265	7A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-485	703-260	102-699		703-485, 703-260, 102-699
7	4	6	-	0	13				13	2022	746-013	MF-MIV 3/8″ BSP-1/2″BSP	263	74	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	A	6	5	0	CA	0	0	0	10	2022	3A650CA00010	MF-AB 3/4″BSP-5/8″BSP	260	3A	3/4"	5/8"	3/4"  (Ø14X7)	5/8"-90°		401-471, 703-407	703-198, 703-222		239-032	401-471, 703-407, 703-198, 703-222, 239-032
4	G	4	1	2	CA	0	0	0	01	2019	4G412CA00001	MF-GB 1/2″BSP-1/2″BSP	260	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	"Stop
Kugle"	703-301	703-101	102-524, 102-527	100-461	703-301, 703-101, 102-524, 102-527, 100-461
4	S	B	3	3	CA	0	0	0	13	2022	4SB33CA00013	MF-S 5/8″BSP-5/8″BSP	255	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil	733-316	707-239	102-699	102-530	733-316, 707-239, 102-699, 102-530
7	G	8	8	0	CC	0	0	0	40	2021	7G880CC00040	MF-GB 3/8″BSP-5/8″BSP	252	7G	1/4"	5/8"	1/4" BSP  O-ringe stempel	"5/8""
O-ringe stempel"		703-649	706-114		239-086, 401-939, 762-120	703-649, 706-114, 239-086, 401-939, 762-120
7	G	8	8	0	CC	0	0	0	40	2019	7G880CC00040	MF-GB 3/8″BSP-5/8″BSP	252	7G	1/4"	5/8"	1/4" BSP  O-ringe stempel	"5/8""
O-ringe stempel"		703-649	706-114		239-086, 401-939, 762-120	703-649, 706-114, 239-086, 401-939, 762-120
2	A	A	2	0	10	5	6	0	00	2022	2AA20105600	MF-AB 5/8″BSP-5/8″BSP, Serial coupler	250	2A	5/8"	5/8"	5/8" Seriekobl.	5/8" Serial.		703-455	703-230			703-455, 703-230
3	G	1	6	2	CA	0	0	0	01	2022	3G162CA00001	MF-GB 5/8″BSP-5/8″BSP	250	3G	5/8"	5/8"	5/8"	5/8"	"Stop
Kugle"	707-420, 703-447	703-159	102-524, 102-527	100-461	707-420, 703-447, 703-159, 102-524, 102-527, 100-461
3	G	1	6	2	CA	0	0	0	01	2020	3G162CA00001	MF-GB 5/8″BSP-5/8″BSP	250	3G	5/8"	5/8"	5/8"	5/8"	"Stop
Kugle"	707-420, 703-447	703-159	102-524, 102-527	100-461	707-420, 703-447, 703-159, 102-524, 102-527, 100-461
4	A	3	4	3	CA	0	0	0	54	2021	4A343CA00054	MF-AB 5/8″BSP-5/8″BSP	250	4A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	703-418	703-173	102-699	112-395, 102-530	703-418, 703-173, 102-699, 112-395, 102-530
4	A	4	J	2	CA	0	0	0	15	2022	4A4J2CA00015	MF-AB 3/8″BSP-5/8″BSP	250	4A	3/8"	5/8"	3/8"	5/8"-90°	Stop Kugle	703-417	703-198, 703-222	102-524, 102-527	401-696	703-417, 703-198, 703-222, 102-524, 102-527, 401-696
4	A	4	J	2	CA	0	0	0	15	2019	4A4J2CA00015	MF-AB 3/8″BSP-5/8″BSP	250	4A	3/8"	5/8"	3/8"	5/8"-90°	Stop Kugle	703-417	703-198, 703-222	102-524, 102-527	401-696	703-417, 703-198, 703-222, 102-524, 102-527, 401-696
4	M	4	7	3	CA	0	0	0	15	2021	4M473CA00015	MF-M 3/8″BSP-5/8″BSP	250	4M	3/8"	5/8"	3/8"	5/8" ø8.5  Holland	Kontraventil	703-417	731-104, 3-5-8-9	102-699	401-696	703-417, 731-104, 3-5-8-9, 102-699, 401-696
4	M	4	7	3	CA	0	0	0	15	2020	4M473CA00015	MF-M 3/8″BSP-5/8″BSP	250	4M	3/8"	5/8"	3/8"	5/8" ø8.5  Holland	Kontraventil	703-417	731-104, 3-5-8-9	102-699	401-696	703-417, 731-104, 3-5-8-9, 102-699, 401-696
4	M	4	7	3	CA	0	0	0	15	2019	4M473CA00015	MF-M 3/8″BSP-5/8″BSP	250	4M	3/8"	5/8"	3/8"	5/8" ø8.5  Holland	Kontraventil	703-417	731-104, 3-5-8-9	102-699	401-696	703-417, 731-104, 3-5-8-9, 102-699, 401-696
4	M	4	H	2	CA	0	0	0	15	2022	4M4H2CA00015	MF-M 3/8″BSP-5/8″BSP	250	4M	3/8"	5/8"	3/8"	5/8"	Stop Kugle	703-417	703-198, 731-107	102-524, 102-527	401-696	703-417, 703-198, 731-107, 102-524, 102-527, 401-696
4	M	4	H	2	CA	0	0	0	15	2019	4M4H2CA00015	MF-M 3/8″BSP-5/8″BSP	250	4M	3/8"	5/8"	3/8"	5/8"	Stop Kugle	703-417	703-198, 731-107	102-524, 102-527	401-696	703-417, 703-198, 731-107, 102-524, 102-527, 401-696
4	M	7	7	2	CA	0	0	0	29	2020	4M772CA00029	MF-M 5/8″BSP-5/8″BSP	250	4M	5/8"	5/8"	5/8" PRV	5/8" ø8.5  Holland	Stop Kugle		731-104, 3-5-8-9	102-524, 102-527	405-004	731-104, 3-5-8-9, 102-524, 102-527, 405-004
5	A	3	3	4	CC	0	0	0	17	2021	5A334CC00017	MF-AB 1/2''BSP-1/2''BSP	250	5A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-559	703-177	102-524, 102-527	401-781, 405-001	703-559, 703-177, 102-524, 102-527, 401-781, 405-001
5	S	H	1	8	5C	C	0	0	12	2019	5SH185CC00012	MF-SH 3/8″BSP-5/8″BSP	250	5S		1/2"	0	1/2" Massiv	Ring Kontravent.m/g		707-119	733-304, 703-121	239-022, 401-899, 401-696	707-119, 733-304, 703-121, 239-022, 401-899, 401-696
7	L	1	1	7	CA	0	0	0	09	2019	7L117CA00009	MF-LS 1/2″BSP-5/8″BSP	250	7L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	7	7	5	CA	0	0	0	03	2019	8U775CA00003	MF-U 1/2''BSP-1/2''BSP	250	8U	1/2"	1/2"	1/2" ø8.1	1/2" Opdrejning 1.2	Torpedo	709-417	709-167	102-699	401-652, 401-008	709-417, 709-167, 102-699, 401-652, 401-008
S	H	2	5	0	CA	0	0	0	60	2022	SH250CA00060	MF-SH 3/8″BSP-3/8″ flare	250	SH	3/8"	3/8"	3/8"	3/8" Flare Ø 8.5		707-551	707-562		106-714, 401-764, 401-974	707-551, 707-562, 106-714, 401-764, 401-974
3	L	2	D	6	CA	0	0	0	03	2021	3L2D6CA00003	MF-LC 1/2″x16BSF-5/8″BSP	245	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	D	3	3	5	CA	0	0	0	17	2021	4D335CA00017	MF-D 5/8″BSP-5/8″BSP	240	4D	5/8"	5/8"	"5/8"" PRV
Messing (BP102-521)"	5/8"	Kontraventil	733-316, 102-521	733-101	102-699	112-395, PI451215FS	733-316, 102-521, 733-101, 102-699, 112-395, PI451215FS
5	S	B	3	6	CC	0	0	0	00	2022	5SB36CC00000	MF-S 5/8″BSP-5/8″BSP	240	5S	5/8"	5/8"	5/8"	5/8" Massiv	Ring Kontraventil	733-306	707-239	733-304, 102-699		733-306, 707-239, 733-304, 102-699
K	K	1	2	2	CA	2	2	0	00	2022	KK122CA2200	MF-KK 5/8″BSP Keykeg	240	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	G	9	1	7	CA	0	0	0	01	2020	3G917CA00001	MF-GB 3/4″BSP 5/8″BSP	235	3G	3/4"	5/8"	3/4"	5/8"	"Kontraventil
Stop"	401-472, 703-447	703-197	102-699, 102-524	100-461	401-472, 703-447, 703-197, 102-699, 102-524, 100-461
4	D	4	3	3	CA	0	0	0	00	2021	4D433CA00000	MF-D 5/8''BSP-5/8''BSP	235	4D	5/8"	5/8"	"5/8"" PRV (BP102-521)
Messing"	5/8"	Ring Kontraventil	707-490, 102-521	733-101	733-304, 102-699		707-490, 102-521, 733-101, 733-304, 102-699
8	U	C	5	0	CA	0	0	0	00	2022	8UC50CA00000	MF-U 5/8″BSP-5/8″BSP	231	8U	5/8"	M17	5/8" Ø14,5 Afdr.anlægsflade	M17x1.5		709-453	709-164			709-453, 709-164
8	U	B	3	7	CA	0	0	0	00	2020	8UB37CA00000	MF-UEC 1/2″BSP-1/2″BSP	226	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Opdrejning 2.7		709-432	709-161	112-897		709-432, 709-161, 112-897
7	A	1	1	3	CA	0	0	0	00	2019	7A113CA00000	MF-AB 1/2″BSP-1/2″BSP	223	7A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-485	703-260	102-699		703-485, 703-260, 102-699
4	M	1	1	2	CA	0	0	0	34	2020	4M112CA00034	MF-M 1/2″BSP-1/2″BSP	221	4M	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	731-108	102-524, 102-527	405-006	703-416, 731-108, 102-524, 102-527, 405-006
4	G	4	1	2	CA	0	0	0	00	2019	4G412CA00000	MF-GB 1/2″BSP-1/2″BSP without stop	220	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	"Stop
Kugle"	703-301	703-101	102-524, 102-527		703-301, 703-101, 102-524, 102-527
5	G	3	3	7	CC	0	0	0	01	2019	5G337CC00001	MF-GB 1/2″BSP-1/2″BSP	216	5G	1/2"	1/2"	"1/2""
Serie"	"1/2""
Serie"	Kontraventil	703-560	703-313	102-699		703-560, 703-313, 102-699
3	A	8	1	3	CA	0	0	0	16	2019	3A813CA00016	MF-AB 5/8″BSP-5/8″BSP	210	3A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	707-420, 703-407	703-242	102-699	707-420	707-420, 703-407, 703-242, 102-699, 707-420
3	M	8	4	0	CA	0	0	0	00	2021	3M840CA00000	MF-M 5/8″BSP-5/8″BSP	210	3M	5/8"	5/8"	5/8"	5/8"RG Ø10 DIN 32677		707-420, 106-544	731-128			707-420, 106-544, 731-128
3	M	8	4	0	CA	0	0	0	00	2020	3M840CA00000	MF-M 5/8″BSP-5/8″BSP	210	3M	5/8"	5/8"	5/8"	5/8"RG Ø10 DIN 32677		707-420, 106-544	731-128			707-420, 106-544, 731-128
3	M	9	6	0	CA	0	0	0	00	2021	3M960CA00000	MF-M 3/4″BSP-5/8″BSP	210	3M	3/4"	5/8"	3/4" (ø14x7)	5/8"-90°		401-472, 106-544	703-198, 731-107			401-472, 106-544, 703-198, 731-107
3	S	8	2	0	CA	0	0	0	00	2022	3S820CA00000	MF-S 3/4″BSP-5/8″BSP	210	3S	3/4"	5/8"	"3/4"" (ø14x7)
"	5/8" ø10		401-472, 707-503	707-344			401-472, 707-503, 707-344
3	S	8	2	0	CA	0	0	0	00	2021	3S820CA00000	MF-S 3/4″BSP-5/8″BSP	210	3S	3/4"	5/8"	"3/4"" (ø14x7)
"	5/8" ø10		401-472, 707-503	707-344			401-472, 707-503, 707-344
3	S	8	2	0	CA	0	0	0	00	2019	3S820CA00000	MF-S 3/4″BSP-5/8″BSP	210	3S	3/4"	5/8"	"3/4"" (ø14x7)
"	5/8" ø10		401-472, 707-503	707-344			401-472, 707-503, 707-344
4	A	1	4	2	CA	0	0	0	56	2021	4A142CA00056	MF-AB 1/2″BSP-5/8″BSP	210	4A	1/2"	5/8"	1/2"	5/8" Standard	Stop Kugle	703-415	703-173	102-524, 102-527	239-081, 401-788, 102-530	703-415, 703-173, 102-524, 102-527, 239-081, 401-788, 102-530
4	G	1	1	4	CA	0	0	0	05	2020	4G114CA00005-U03	MF-GB 5/8''BSP-5/8''BSP	210	4G	5/8"	1/2"	"5/8""
USA"	1/2"	"Kontraventil
m/gum."	703-509	703-101	703-121	100-461, 703-116	703-509, 703-101, 703-121, 100-461, 703-116
4	M	1	1	3	CA	0	0	0	33	2022	4M113CA00033	MF-M 1/2″BSP-1/2″BSP	210	4M	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-416	731-108	102-699	102-530	703-416, 731-108, 102-699, 102-530
5	G	3	2	7	CC	0	0	0	15	2019	5G327CC00015	MF-GB 1/2″BSP-1/2″BSP	210	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	Kontraventil	703-560	703-101	102-699	401-781, 405-401	703-560, 703-101, 102-699, 401-781, 405-401
5	M	1	1	0	CC	0	0	0	00	2022	5M110CC00000	MF-M 5/8″BSP-5/8″BSP	210	5M	5/8"	5/8"	5/8" Seriekobl.	5/8" Seriekobl.		703-455	731-115			703-455, 731-115
5	S	E	3	2	CC	0	0	0	27	2021	5SE32CC00027	MF-S 1/2″BSP-5/8″BSP 3 Lug	210	5S	1/2"	5/8"	1/2" BSP	5/8" Massiv	Stop Kugle	707-775	707-239	102-524, 102-527	401-506	707-775, 707-239, 102-524, 102-527, 401-506
4	M	1	1	2	CA	0	0	0	26	2019	4M112CA00026	MF-M 1/2″BSP-1/2″BSP	208	4M	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	731-108	102-524, 102-527	401-765	703-416, 731-108, 102-524, 102-527, 401-765
4	S	B	3	3	CA	0	0	0	13	2021	4SB33CA00013	MF-S 5/8″BSP-5/8″BSP	205	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil	733-316	707-239	102-699	102-530	733-316, 707-239, 102-699, 102-530
5	S	A	1	3	CC	0	0	0	00	2022	5SA13CC00000	MF-S 1/2″BSP-1/2″BSP	204	5S	1/2"	1/2"	"1/2"" RG 
MAHOU"	1/2" Massiv	Kontraventil	707-577	707-119	102-699		707-577, 707-119, 102-699
5	G	3	5	4	CC	0	0	0	01	2022	5G354CC00001	MF-GB 1/2″BSP-1/2″BSP	203	5G	1/2"	1/2"	"1/2""
Serie"	1/2" 90°	"Stop
Kugle"	703-560	706-145, 706-142	102-524, 102-527		703-560, 706-145, 706-142, 102-524, 102-527
3	A	8	1	3	CA	0	0	0	16	2021	3A813CA00016	MF-AB 5/8″BSP-5/8″BSP	200	3A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	707-420, 703-407	703-242	102-699	707-420	707-420, 703-407, 703-242, 102-699, 707-420
3	A	9	1	5	CA	0	0	0	00	2019	3A915CA00000	MF-AB 3/4″BSP-5/8″BSP	200	3A	3/4"	5/8"	3/4" (Ø14X7)	5/8" Standard	Stop Kontraventil	401-472, 703-407	703-242	102-524, 102-699		401-472, 703-407, 703-242, 102-524, 102-699
3	G	1	1	2	CA	0	0	0	01	2021	3G112CA00001	MF-GB 5/8''BSP-5/8''BSP	200	3G	5/8"	5/8"	5/8"	5/8"	"Stop
Kugle"	707-420, 703-447	703-197	102-524, 102-527	100-461	707-420, 703-447, 703-197, 102-524, 102-527, 100-461
3	M	9	J	0	CA	0	0	0	00	2021	3M9J0CA00000	MF-M 3/4″BSP-5/8″BSP	200	3M	3/4"	5/8"	3/4" (ø14x7)	5/8" 90° SOV		401-472, 106-544	703-159, 731-107			401-472, 106-544, 703-159, 731-107
3	S	3	3	3	CA	0	0	0	00	2020	3S333CA00000	MF-S 1/2″BSP-5/8″BSP	200	3S	1/2"	5/8"	1/2"	5/8" Massiv	Kontraventil	401-319, 707-473	707-239	102-699		401-319, 707-473, 707-239, 102-699
3	S	3	3	3	CA	0	0	0	00	2019	3S333CA00000	MF-S 1/2″BSP-5/8″BSP	200	3S	1/2"	5/8"	1/2"	5/8" Massiv	Kontraventil	401-319, 707-473	707-239	102-699		401-319, 707-473, 707-239, 102-699
3	S	6	6	0	CA	0	0	0	03	2022	3S660CA00003	MF-S 3/4″BSP-5/8″BSP	200	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8"-90°		401-471, 707-473	707-204		239-032	401-471, 707-473, 707-204, 239-032
4	A	3	4	3	CA	0	0	0	54	2019	4A343CA00054	MF-AB 5/8″BSP-5/8″BSP	200	4A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	703-418	703-173	102-699	112-395, 102-530	703-418, 703-173, 102-699, 112-395, 102-530
4	A	4	X	0	CA	0	0	0	58	2022	4A4X0CA00058	MF-AB 3/8″BSP-5/8″BSP	200	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		102-530, 239-002, 405-054, 405-013	703-417, 706-170, 102-530, 239-002, 405-054, 405-013
4	A	4	X	0	CA	0	0	0	58	2020	4A4X0CA00058	MF-AB 3/8″BSP-5/8″BSP	200	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		102-530, 239-002, 405-054, 405-013	703-417, 706-170, 102-530, 239-002, 405-054, 405-013
4	A	4	X	0	CA	0	0	0	58	2019	4A4X0CA00058	MF-AB 3/8″BSP-5/8″BSP	200	4A	3/8"	5/8"	3/8"	5/8"BSP Ø8.5		703-417	706-170		102-530, 239-002, 405-054, 405-013	703-417, 706-170, 102-530, 239-002, 405-054, 405-013
4	G	C	A	3	CA	0	0	0	39	2022	4GCA3CA00039	MF-GB 5/8″BSP-5/8″BSP	200	4G	5/8"	5/8"	"5/8""
X"	5/8" - ø16	Kontraventil	703-473	703-197, 3-5-C-D	102-699	405-001, 405-060	703-473, 703-197, 3-5-C-D, 102-699, 405-001, 405-060
4	S	1	3	2	CA	0	0	0	00	2020	4S132CA00000	MF-S 1/2″BSP-5/8''BSP	200	4S	1/2"	5/8"	1/2"	5/8" Massiv	Stop Kugle	707-301	707-239	102-524, 102-527		707-301, 707-239, 102-524, 102-527
4	S	2	7	0	CA	0	0	0	21	2021	4S270CA00021	MF-S 1/2''BSP-5/8''BSP	200	4S	3/8"	5/8"	3/8"	5/8" ø8,5 ø14x6		707-351	707-175		401-777, 239-022, 401-695, 401-673	707-351, 707-175, 401-777, 239-022, 401-695, 401-673
4	S	B	3	3	CA	0	0	0	00	2022	4SB33CA00000	MF-S 5/8″BSP-5/8″BSP - with PRV	200	4S	5/8"	5/8"	5/8" for PRV	5/8" Massiv	Kontraventil	733-316	707-239	102-699		733-316, 707-239, 102-699
5	A	3	3	6	CC	0	0	0	00	2021	5A336CC00000	MF-AB 1/2″BSP-1/2″BSP	200	5A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	703-177	102-699		703-559, 703-177, 102-699
5	A	3	3	6	CC	0	0	0	14	2021	5A336CC00014	MF-AB 1/2″BSP-1/2″BSP	200	5A	1/2"	1/2"	1/2"	1/2"	Kontraventil	703-559	703-177	102-699	102-530	703-559, 703-177, 102-699, 102-530
5	G	3	2	3	CC	0	0	0	01	2021	5G323CC00001	MF-GB 1/2''BSP-1/2'BSP	200	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	"Stop
Kugle"	703-560	703-101	102-413, 102-527		703-560, 703-101, 102-413, 102-527
5	G	3	5	4	CC	0	0	0	01	2021	5G354CC00001	MF-GB 1/2″BSP-1/2″BSP	200	5G	1/2"	1/2"	"1/2""
Serie"	1/2" 90°	"Stop
Kugle"	703-560	706-145, 706-142	102-524, 102-527		703-560, 706-145, 706-142, 102-524, 102-527
5	S	9	J	7	CC	0	0	0	00	2021	5S9J7CC00000	MF-S 1/2″BSP-1/2″BSP	200	5S	1/2"	1/2"	"1/2"" RG 
SUNTORY"	1/2"                      AISI 316 	Stop Kontraventil	707-580	707-488	102-524, 102-699		707-580, 707-488, 102-524, 102-699
6	L	1	1	6	CB	0	0	0	05	2022	6L116CB00005	MF-LP 7/16-20UNF-5/8''BSP	200	6L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
7	A	1	1	2	CA	0	0	0	95	2019	7A112CA00095	MF-AB 1/2″BSP-1/2″BSP	200	7A	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-485	703-260	102-524, 102-527	401-627, PI451214FS	703-485, 703-260, 102-524, 102-527, 401-627, PI451214FS
7	L	1	1	7	CA	0	0	0	09	2020	7L117CA00009	MF-LS 1/2″BSP-5/8″BSP	200	7L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	M	2	2	1	CA	0	0	0	03	2022	8M221CA00003	MF-M 1/2″BSP-1/2″BSP - With PRV	200	8M	1/2"	1/2"	1/2"	1/2"	STOP KUGLE	731-339	731-142	102-524, 102-527	401-775, 401-998	731-339, 731-142, 102-524, 102-527, 401-775, 401-998
8	U	B	8	4	CA	0	0	0	00	2019	8UB84CA00000	MF-UEC 1/2″BSP-1/2″BSP	200	8U	1/2"	1/2"	1/2" Ø8.1 Afdr.anlægsflade	1/2" Syrefast	Torpedo Tamperring	709-432	709-168	703-121, 733-304		709-432, 709-168, 703-121, 733-304
8	U	C	7	5	CA	0	0	0	19	2019	8UC75CA00019	MF-U 5/8″BSP-5/8″BSP	200	8U	5/8"	1/2"	5/8" Ø14,5 Afdr.anlægsflade	1/2" Opdrejning 1.2	Torpedo	709-453	709-167	102-699	405-046, 405-001	709-453, 709-167, 102-699, 405-046, 405-001
D	8	4	3	C	C0	0	0	1	10	2021	D843CC00010	MF-D 1/2″BSP-1/2″BSP	200	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	1	CA	1	5	0	03	2021	KK111CA1503	MF-KK 1/2''BSP Keykeg	200	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	1	CA	1	5	0	03	2020	KK111CA1503	MF-KK 1/2''BSP Keykeg	200	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
8	U	C	7	4	CA	0	0	0	13	2021	8UC74CA00013	MF-U 5/8″BSP-5/8″BSP	198	8U	5/8"	1/2"	5/8" Ø14,5 Afdr.anlægsflade	1/2" Opdrejning 1.2	Torpedo Tamperring	709-453	709-167	703-121, 733-304	401-008	709-453, 709-167, 703-121, 733-304, 401-008
2	A	A	2	0	10	5	6	0	00	2021	2AA20105600	MF-AB 5/8″BSP-5/8″BSP, Serial coupler	194	2A	5/8"	5/8"	5/8" Seriekobl.	5/8" Serial.		703-455	703-230			703-455, 703-230
5	S	A	1	3	CC	0	0	0	00	2019	5SA13CC00000	MF-S 1/2″BSP-1/2″BSP	194	5S	1/2"	1/2"	"1/2"" RG 
MAHOU"	1/2" Massiv	Kontraventil	707-577	707-119	102-699		707-577, 707-119, 102-699
4	M	1	1	2	CA	0	0	0	26	2021	4M112CA00026	MF-M 1/2″BSP-1/2″BSP	193	4M	1/2"	1/2"	1/2"	1/2"	Stop Kugle	703-416	731-108	102-524, 102-527	401-765	703-416, 731-108, 102-524, 102-527, 401-765
4	S	0	3	3	CA	0	0	0	65	2020	4S033CA00065	MF-S 5/8″BSP-5/8″BSP	192	4S	5/8"	5/8"	5/8"	5/8" Massiv	Kontraventil	733-305, 707-490	707-239	102-699	112-395, 102-530, PI451215FS	733-305, 707-490, 707-239, 102-699, 112-395, 102-530, PI451215FS
3	L	2	D	6	CA	0	0	0	03	2022	3L2D6CA00003	MF-LC 1/2″x16BSF-5/8″BSP	190	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
K	K	1	1	1	CA	1	5	0	04	2021	KK111CA1504	MF-KK 1/2″BSP KeyKeg	185	KK	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
4	G	4	1	3	CA	0	0	0	00	2022	4G413CA00000	MF-GB 1/2″BSP-1/2″BSP	180	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699		703-301, 703-101, 102-699
4	M	4	3	0	CA	0	0	0	25	2021	4M430CA00025	MF-M 3/8″BSP-5/8″BSP	180	4M	3/8"	5/8"	3/8"	5/8" ø8.5		703-417	731-116		401-939, 239-086	703-417, 731-116, 401-939, 239-086
5	S	F	3	3	CC	0	0	0	36	2022	5SF33CC00036	MF-S 5/8″BSP-5/8″BSP	180	5S	5/8"	5/8"	5/8" BSP 6 lugs PRV	5/8" Massiv	Kontraventil	707-584	707-239	102-699	405-010, 405-020	707-584, 707-239, 102-699, 405-010, 405-020
D	8	4	3	C	C0	0	0	0	00	2021	D843CC00000	MF-D 1/2″BSP-1/2″BSP	180	D8	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
3	A	8	1	3	CA	0	0	0	14	2020	3A813CA00014	MF-AB 5/8″ BSP - 5/8″BSP	175	3A	5/8"	5/8"	5/8"	5/8" Standard	Kontraventil	707-420, 703-407	703-242	102-699	PI451015FS, PI451215FS	707-420, 703-407, 703-242, 102-699, PI451015FS, PI451215FS
4	A	1	4	3	CA	0	0	0	00	2019	4A143CA00000	MF-AB 1/2″BSP-5/8″BSP	172	4A	1/2"	5/8"	1/2"	5/8" Standard	Kontraventil	703-415	703-173	102-699		703-415, 703-173, 102-699
4	G	4	1	3	CA	0	0	0	39	2021	4G413CA00039	MF-GB 1/2″BSP-1/2″BSP	170	4G	1/2"	1/2"	"1/2""
Till Sverige"	1/2"	Kontraventil	703-301	703-101	102-699	405-001, 405-060	703-301, 703-101, 102-699, 405-001, 405-060
5	G	3	2	7	CC	0	0	0	15	2020	5G327CC00015	MF-GB 1/2″BSP-1/2″BSP	170	5G	1/2"	1/2"	"1/2""
Serie"	1/2" std.	Kontraventil	703-560	703-101	102-699	401-781, 405-401	703-560, 703-101, 102-699, 401-781, 405-401
8	U	7	1	0	CA	0	0	0	00	2019	8U710CA00000	MF-U 5/8″BSP-5/8″BSP	170	8U	1/2"	M17	1/2" ø8.1	M17x1 Ø10		709-417	709-171			709-417, 709-171
3	S	6	6	0	CA	0	0	0	03	2019	3S660CA00003	MF-S 3/4″BSP-5/8″BSP	166	3S	3/4"	5/8"	"3/4""  (ø14x7)
 Vingem."	5/8"-90°		401-471, 707-473	707-204		239-032	401-471, 707-473, 707-204, 239-032
3	L	6	8	6	CA	0	0	0	00	2019	3L686CA00000	MF-LS 1/2″X16BSF-5/8″BSP	161	3L	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
